"gene","logFC","logCPM","PValue","FDR","topDE"
"ZNF414",-0.371452636470327,5.6502930420947,0.00727465586520102,0.0580473776207182,"NA"
"FP325318.1",0.498040757750888,5.36566819160205,0.00728132925601683,0.0580766978467965,"NA"
"AC004253.1",0.504782401951927,5.3232977817756,0.00732848353679068,0.0584287411171216,"NA"
"AC007638.2",-0.443340400340993,5.31161567905147,0.00733815685580221,0.0584817883413439,"NA"
"Z99289.2",0.399976559477358,5.79533566230652,0.00734429430261819,0.0584997871924264,"NA"
"RPL7AP65",0.511667207994798,5.27919836113936,0.00734645680326247,0.0584997871924264,"NA"
"PIH1D2",0.478230251984816,5.48196119233196,0.00735025643609117,0.0585059869056069,"NA"
"AC003070.1",-0.424010968822951,5.36513068008339,0.00737176947424861,0.0586531173534506,"NA"
"CPVL",0.309828285183607,6.35443972929442,0.00737640490829246,0.0586658962850069,"NA"
"RPL22L1",0.356077553046148,6.0870949126486,0.00738114592983145,0.0586737716052795,"NA"
"AP000897.1",0.418551560790514,5.72360504152258,0.00738345458029878,0.0586737716052795,"NA"
"NRIP3",0.397712796737411,5.82303851026162,0.00739598735612928,0.0587492580552911,"NA"
"UGCG",0.315578912787648,6.32757568521239,0.00741811797712931,0.058881162061184,"NA"
"AC093525.10",-0.378453538206881,5.60565359418598,0.00741867372866306,0.058881162061184,"NA"
"AP3B2",-0.43571854696831,5.32378263068011,0.00743506659730407,0.0589870953393653,"NA"
"AC004263.1",-0.465353363854602,5.18771630681561,0.00746322066160956,0.0591760629273652,"NA"
"ZNF93",0.380304652006068,5.88146631182558,0.00746499647482976,0.0591760629273652,"NA"
"CCNE1",0.484124221733778,5.44407170228561,0.00747275810701295,0.0591891343559971,"NA"
"AC112512.1",0.47634541764159,5.4432611817453,0.00747275810701295,0.0591891343559971,"NA"
"AC005332.5",-0.332987923096638,5.95912729493785,0.00754070168552031,0.0596545406965669,"NA"
"NEXN-AS1",-0.424068962464704,5.38612670350837,0.00754284668618399,0.0596545406965669,"NA"
"EXOC3L1",-0.423016166793892,5.38712344376664,0.00754284668618399,0.0596545406965669,"NA"
"CYSRT1",-0.522727684598468,4.92272175500137,0.0075438381785548,0.0596545406965669,"NA"
"USP3-AS1",0.391365821486255,5.86067651326437,0.00754828106874928,0.0596595745428401,"NA"
"SLX1A",-0.32304180394441,5.96638756544596,0.00755063602212646,0.0596595745428401,"NA"
"RAD9B",0.436134134019667,5.5906369545588,0.00756588914472505,0.0597557133673513,"NA"
"TTC30B",0.365628717717501,5.99543018467163,0.0075769257897621,0.0597955840398756,"NA"
"ZNF784",-0.358468697567234,5.71933786053134,0.0075771126321313,0.0597955840398756,"NA"
"ACTL10",-0.393302741304551,5.50551721306947,0.00759005609811308,0.0598683094555116,"NA"
"NPIPB9",0.372906463933155,5.94382254062344,0.00759251099983148,0.0598683094555116,"NA"
"NGFR",-0.32143687796097,6.00865696815383,0.00759788043164071,0.0598862647290004,"NA"
"AL589666.2",0.517152294528223,5.29332297555803,0.00760527579676029,0.0599017677347563,"NA"
"ILDR2",0.538464766872776,5.24664856573941,0.00760687778574822,0.0599017677347563,"NA"
"MYL5",-0.321951992495634,6.0222119369727,0.00760912674932875,0.0599017677347563,"NA"
"AMN1",0.38425608889845,5.84245930340016,0.00762915570348012,0.0600350383395352,"NA"
"PCOLCE-AS1",-0.477105466538684,5.0796420146735,0.00764772230156772,0.0601566978440944,"NA"
"PPP1R12C",-0.28368683337231,6.30906352452076,0.00767257442267037,0.0603276801743542,"NA"
"HES6",-0.412187082306601,5.40643143337883,0.00770743893213286,0.0605563666814457,"NA"
"RBBP4P2",0.41999668304186,5.72093529015732,0.00770838414723634,0.0605563666814457,"NA"
"MSX2",0.426609523779772,5.624457720977,0.00771280470743224,0.0605563666814457,"NA"
"AC087289.2",-0.462034213865407,5.21255506906779,0.00771459117876769,0.0605563666814457,"NA"
"ULK4P2",0.495062913794782,5.32152879584788,0.00771729386397852,0.0605563666814457,"NA"
"Z82243.1",0.480514062279965,5.3914648033271,0.00773509875791422,0.0606714955632915,"NA"
"PDCD1LG2",0.343075689306058,6.09400961447179,0.00773869891050627,0.0606751591501476,"NA"
"AF230666.2",0.511809626694186,5.27754461921464,0.00774457849975474,0.0606966844298868,"NA"
"AL356968.2",0.449751481987895,5.55487086352415,0.00775063383576636,0.0607195691195192,"NA"
"TMEM154",0.339665605966189,6.15545796995016,0.00778146627733762,0.0609238674742687,"NA"
"DNM1P35",-0.429779300317568,5.31168737034385,0.00778300362136428,0.0609238674742687,"NA"
"CXCR6",0.366077000095251,5.96063599137601,0.00779009685492833,0.0609547538151685,"NA"
"AC100788.2",-0.332964297543482,5.91642659421771,0.00780009895264793,0.0609880945580398,"NA"
"GBP3",0.321907825417377,6.27933542642951,0.00780065631623797,0.0609880945580398,"NA"
"LRRC45",-0.335428321164815,5.92492786675373,0.00781323275266508,0.0610276222510742,"NA"
"AC079331.1",0.508473534912468,5.34721061356406,0.00781357680998672,0.0610276222510742,"NA"
"AC132872.3",-0.462491177675368,5.17667302592316,0.00781516591875783,0.0610276222510742,"NA"
"BEAN1-AS1",-0.502018367992858,5.01654963873066,0.00784325625391496,0.0611590105959019,"NA"
"C19orf71",-0.496250520814788,5.01777993977525,0.00784325625391496,0.0611590105959019,"NA"
"AC109347.1",0.48287363567329,5.44235117238719,0.00784600048917713,0.0611590105959019,"NA"
"AL049830.3",0.48143189495237,5.44159629739145,0.00784600048917713,0.0611590105959019,"NA"
"AL136981.2",0.407472479525905,5.73108056902711,0.00784778174795085,0.0611590105959019,"NA"
"AC005183.1",0.402131288340745,5.78295473546297,0.00785436454280287,0.0611856893547548,"NA"
"SYT9",0.544792420604989,5.21636078933087,0.00786656829654693,0.0612561164579525,"NA"
"MTCO3P29",0.534417913257612,5.26029790511839,0.00788426026651737,0.0613199133820785,"NA"
"Z74021.1",0.524248953071119,5.26136531434667,0.00788426026651737,0.0613199133820785,"NA"
"AC013467.2",0.515910179689631,5.2616056297911,0.00788426026651737,0.0613199133820785,"NA"
"AC011447.6",-0.413300356257497,5.37720882525422,0.00789368304343346,0.0613318066976544,"NA"
"AP005061.1",0.49120012447186,5.37637867567334,0.0078949880581661,0.0613318066976544,"NA"
"HIST1H2BJ",0.366479258873364,5.94264384500329,0.00789529041088776,0.0613318066976544,"NA"
"CD83",0.352060522870353,6.05278819054857,0.00790486596015902,0.0613643806353994,"NA"
"AC131392.2",-0.301015635043703,6.16762748615237,0.00790644147944769,0.0613643806353994,"NA"
"TRHDE",-0.326231038890001,5.99590354392817,0.00790898967602794,0.0613643806353994,"NA"
"CD58",0.334845180839173,6.20019344620059,0.00792235929132393,0.0614434962097634,"NA"
"CU638689.5",0.463671481608281,5.51622556325325,0.00792573043149601,0.0614450342419343,"NA"
"UBALD1",-0.343919608803303,5.82677842108545,0.00793778307043998,0.0615138483161827,"NA"
"CYP2D7",-0.413441036715112,5.43877773265879,0.007942245536205,0.0615214826549448,"NA"
"FBRSL1",-0.311388271382879,6.05709498597312,0.00794512176598249,0.0615214826549448,"NA"
"SNX10",0.321825446719256,6.264117461532,0.00794991740640279,0.0615340129865693,"NA"
"CTBP1-AS",-0.345607390593856,5.83401308161544,0.00795938539353938,0.0615826837919631,"NA"
"FANCD2",0.364534977032879,6.00230696334265,0.00796600450980982,0.0616049308718836,"NA"
"RN7SL517P",0.498590184992581,5.33377763663721,0.00796862293886545,0.0616049308718836,"NA"
"PIFO",0.396698383904681,5.79250423879211,0.0079832096155114,0.0616684632684459,"NA"
"NPIPB14P",0.389981138116094,5.79234460402288,0.0079832096155114,0.0616684632684459,"NA"
"AP006621.5",-0.380306811514338,5.57245687337201,0.00799897191947975,0.061742277781342,"NA"
"PLEC",-0.245512194483959,6.69942278923996,0.00799914153430688,0.061742277781342,"NA"
"AC000041.1",0.475428735185395,5.42811780705101,0.00801657733565537,0.0618522058495227,"NA"
"CD28",0.342127370255152,6.09385724675195,0.00802784101404144,0.0619144440772308,"NA"
"MAMDC4",-0.340446195131906,5.87290032618026,0.0080552881904176,0.0620881228219901,"NA"
"AC009996.1",0.497304924528436,5.36108669274596,0.00805677231496752,0.0620881228219901,"NA"
"KLHL6",0.327338257609701,6.18483412184745,0.00806589320058683,0.0620904123283722,"NA"
"KIAA1324",0.430794496750112,5.62253968125033,0.00806613535305155,0.0620904123283722,"NA"
"BIN1",-0.292524482763952,6.25867452484026,0.00807517265937972,0.0620904123283722,"NA"
"MAP7D2",-0.426808406673114,5.34613945165023,0.00807539546903477,0.0620904123283722,"NA"
"AP001056.1",-0.4462758731192,5.24757426743602,0.0080763063438588,0.0620904123283722,"NA"
"AC020612.3",-0.444293059308124,5.24879134662026,0.0080763063438588,0.0620904123283722,"NA"
"HSPA13",0.305726067166762,6.3461729048441,0.00809347817373756,0.0621977374256355,"NA"
"AC084824.3",0.459423287257671,5.50321096532217,0.00810797096633416,0.0622597009254669,"NA"
"AC069368.1",0.453394351162448,5.50549808523813,0.00810797096633416,0.0622597009254669,"NA"
"GFI1",0.459199617876823,5.52759698521168,0.00811720348725153,0.0623058908973893,"NA"
"CHRNA5",0.49700346223675,5.31963457527592,0.00812503855131127,0.0623413219432227,"NA"
"LXN",0.332903537935615,6.16259170633339,0.00813806358012599,0.0624165304129584,"NA"
"PPP1R16A",-0.33399502764942,5.91769413684264,0.00814516215276292,0.0624462431711824,"NA"
"AC012531.1",-0.352323555487863,5.7805881952338,0.00815849537172846,0.0625237124530642,"NA"
"DUXAP8",0.396354118528886,5.78116031569577,0.00818902466377004,0.0626394049835198,"NA"
"AC073548.1",-0.366833973023781,5.68901256996782,0.00818927042088584,0.0626394049835198,"NA"
"MTCYBP32",0.471192566833638,5.41533919774427,0.00818976419592442,0.0626394049835198,"NA"
"AL360093.1",0.470983021308361,5.41511063328689,0.00818976419592442,0.0626394049835198,"NA"
"BNIP3P42",0.470317116415395,5.41470728032098,0.00818976419592442,0.0626394049835198,"NA"
"AL590627.1",-0.330360525726378,5.95443151199427,0.00820059915214555,0.0626975140862419,"NA"
"NOVA2",-0.352362814487353,5.79695095086551,0.00821045373153043,0.0627480848322093,"NA"
"HIC1",-0.303564921289142,6.14322322395188,0.00824222260312618,0.0629660287700756,"NA"
"DSC2",0.326210743671182,6.23465184329162,0.00825450326523771,0.0630235784808001,"NA"
"UNKL",-0.303028182202525,6.12345543989806,0.00825626451542857,0.0630235784808001,"NA"
"ASPSCR1",-0.30556226109692,6.11086382729385,0.00826347286747908,0.0630460441684826,"NA"
"ZNF92",0.344391396747557,6.11495677074757,0.00826897408798647,0.0630460441684826,"NA"
"GLA",0.344242934667844,6.11494400408231,0.00826897408798647,0.0630460441684826,"NA"
"CYGB",-0.30819482992441,6.08530604093399,0.00827244388351607,0.0630476773900717,"NA"
"ABHD17C",0.382873388635642,5.86733214358763,0.00830174528240585,0.063216957740295,"NA"
"ZBTB45",-0.339794644944575,5.82663387488228,0.00830359183828036,0.063216957740295,"NA"
"AL162390.1",0.412129688246596,5.68702017455623,0.00830480983791389,0.063216957740295,"NA"
"AL138724.1",-0.406459816613313,5.42950981079602,0.00830928914973655,0.063216957740295,"NA"
"IGFBP6",-0.284057037053815,6.28801889344393,0.00831097668113142,0.063216957740295,"NA"
"VMP1",0.279214118597183,6.59702789533053,0.00831556531551942,0.0632270270515701,"NA"
"VSIG10L2",-0.358002545080539,5.72248987644292,0.00833200135685136,0.0633271343315477,"NA"
"AP000356.3",-0.500567881865231,4.97862503119559,0.00839339458360512,0.0637687247964287,"NA"
"HSP90B2P",0.415790021725456,5.71869894038832,0.0083979107222809,0.0637780153128204,"NA"
"WNT11",-0.332834743655046,5.88098632278207,0.00843396857693951,0.0640038626805662,"NA"
"CLDN20",0.425768670207164,5.62101388782376,0.00843425888468476,0.0640038626805662,"NA"
"KCTD9P4",0.51130503054414,5.28802202578155,0.00844144852553442,0.0640333302567566,"NA"
"AP002847.1",0.529118483914153,5.24322762410461,0.00846239755544136,0.0641544920535072,"NA"
"CCDC85A",-0.333091453968565,5.8975060470878,0.00846404663826866,0.0641544920535072,"NA"
"SPCS2P4",0.49234355871459,5.35850070462327,0.00847236618242935,0.0641924270300966,"NA"
"SPESP1",0.452034429664222,5.50223017917213,0.00849845270274877,0.0643251613073192,"NA"
"MYO15B",-0.280322499364598,6.32935856002743,0.00850352854369063,0.0643251613073192,"NA"
"CEACAM21",0.451614830499214,5.5262524398818,0.008503673529879,0.0643251613073192,"NA"
"MNT",-0.293676141404894,6.1943947778494,0.00850471164350519,0.0643251613073192,"NA"
"GEN1",0.332685559553352,6.16825574337561,0.00850649272477768,0.0643251613073192,"NA"
"SNORA79B",-0.297031993598478,6.18857726187744,0.00851404831684814,0.0643571661608435,"NA"
"PLBD1",0.314269252558566,6.33073501205309,0.0085340175933147,0.0644401180400277,"NA"
"AC146944.2",0.36874120694952,5.94046757327326,0.00853422502575952,0.0644401180400277,"NA"
"AL132780.3",-0.785891910110753,5.21897032745273,0.00853812760560593,0.0644401180400277,"NA"
"MIF-AS1",-0.398689327672958,5.46146292306094,0.00853833227773991,0.0644401180400277,"NA"
"EIF4A2P2",0.477135222601054,5.38688632815106,0.00854378224298884,0.0644561304704798,"NA"
"AC027335.1",0.507219757059807,5.31726172439626,0.008552537967241,0.0644970600753852,"NA"
"AC010605.1",-0.394471155385737,5.52883903966605,0.00856166390044327,0.0645229824077029,"NA"
"AL353803.4",-0.47685866887095,5.07142905548916,0.00856263889227494,0.0645229824077029,"NA"
"XRCC3",-0.303167408027758,6.11944493382387,0.00859105148482457,0.0646745450046121,"NA"
"C6orf132",-0.304761388836082,6.11208971193324,0.00859552143578884,0.0646745450046121,"NA"
"CYP2A7",-0.480884824667642,5.03224571927225,0.00859562819893772,0.0646745450046121,"NA"
"HLA-DPA1",0.267954105122588,6.64500260645084,0.0085961106496887,0.0646745450046121,"NA"
"AC000089.1",0.467773047768624,5.41320444358255,0.00860083316374571,0.0646849456501357,"NA"
"SNORA2C",0.408811396138956,5.70803129848876,0.00861118080694741,0.0646986806224192,"NA"
"AL512593.1",0.5300261851221,5.22785997914858,0.00861268195004631,0.0646986806224192,"NA"
"RSF1-IT2",0.515021343464018,5.2295713892422,0.00861268195004631,0.0646986806224192,"NA"
"HSD11B2",-0.373135597047527,5.61175118320828,0.00862254479939014,0.06474765513183,"NA"
"DIAPH2-AS1",0.431645209434425,5.60791648670792,0.00864105617255489,0.0648449335472641,"NA"
"AL135818.1",0.474670088096677,5.43734137536969,0.00864442001764394,0.0648449335472641,"NA"
"NCOR2",-0.263102262741482,6.4479872194754,0.00864554468754703,0.0648449335472641,"NA"
"AC115621.1",0.436281860039618,5.58544374070229,0.00866938113747607,0.0649482534268323,"NA"
"TRPC5",0.434970438258629,5.58547174848397,0.00866938113747607,0.0649482534268323,"NA"
"AC018463.1",0.432020774345932,5.58648289595247,0.00866938113747607,0.0649482534268323,"NA"
"OCLM",0.451040479085039,5.48997743843863,0.00869464254626463,0.0650610920396349,"NA"
"JMJD1C-AS1",-0.35243794496723,5.71532061497947,0.00869965337320952,0.0650610920396349,"NA"
"GLIPR1",0.288896019569392,6.45805545701853,0.0087007443903865,0.0650610920396349,"NA"
"AP000577.1",0.444724075714812,5.53904049140086,0.00870097968609778,0.0650610920396349,"NA"
"PPP1R13L",-0.339294676174424,5.83643780796206,0.00870460030335093,0.0650610920396349,"NA"
"CLDN5",-0.336439250351084,5.83576837545104,0.00870460030335093,0.0650610920396349,"NA"
"RPL5P11",0.504744166177064,5.30200257952207,0.00872088260396925,0.0651576437146869,"NA"
"AC079140.1",-0.486877071162011,5.0842490696022,0.00873592031170632,0.0652448255906304,"NA"
"SOX12",-0.340629721996327,5.85358702666298,0.0087430666809136,0.0652730259608993,"NA"
"MROH6",-0.390779695182772,5.49050589034881,0.00875245889563849,0.0653179649221329,"NA"
"AL035530.2",0.395886586590502,5.76837112230391,0.0087574979869507,0.0653303952293094,"NA"
"F2RL3",-0.398662088775149,5.43130427954669,0.00877463905144735,0.0654330611745588,"NA"
"PARP10",-0.29015781846291,6.21982844029978,0.00878717797683637,0.0654773630974728,"NA"
"ZNF705E",0.481786254102404,5.39875804656695,0.00878734207840193,0.0654773630974728,"NA"
"TNFSF13B",0.323069137547861,6.19703388094149,0.00879809586510673,0.065532278662945,"NA"
"AC009951.1",0.307422917118314,6.36265216838241,0.0088078638290774,0.0655554183644571,"NA"
"AC010886.1",0.391301180902717,5.79852423199393,0.00880797266262095,0.0655554183644571,"NA"
"HNRNPA1P29",0.462040091884889,5.42573570852942,0.00883603261263015,0.0657063937143336,"NA"
"HOPX",0.408096809565088,5.74761689444696,0.0088384362091211,0.0657063937143336,"NA"
"HIST2H3A",0.403528783799183,5.74740335130892,0.0088384362091211,0.0657063937143336,"NA"
"SLC14A1",0.427527442183223,5.59736808017339,0.00885254398490347,0.0657860194979434,"NA"
"AL049874.3",-0.461041180129734,5.18175570125715,0.00885912141838138,0.065809645335011,"NA"
"AF287957.1",0.507633180633462,5.28753403556393,0.00889054613264489,0.0660177593576691,"NA"
"SLC27A1",-0.297446239904944,6.14532308350089,0.00890661670112336,0.0661117435929302,"NA"
"RAB43",-0.320700113304374,5.94889694695267,0.00891476116309458,0.066146844706701,"NA"
"AC009948.4",0.345687099301069,6.05729494874265,0.00892693913203571,0.0662100559225588,"NA"
"HSPA12B",-0.324591455541358,5.96473652384458,0.00893011804552946,0.0662100559225588,"NA"
"ALDH16A1",-0.304715398419951,6.08771221086049,0.00895700407023008,0.0663807703162117,"NA"
"GOLGA2P7",-0.305049604971145,6.06746882283125,0.00896516788642738,0.0663807703162117,"NA"
"ADCK5",-0.342152644325457,5.79049611137387,0.00896636734376045,0.0663807703162117,"NA"
"MAP1S",-0.310761775966233,6.06142785090237,0.00896685403011514,0.0663807703162117,"NA"
"AC092953.2",0.482658480616974,5.38464095027049,0.0089766250101728,0.0664277110993529,"NA"
"QRSL1P3",0.400382837555685,5.70636844133111,0.00898694531142136,0.0664786794885356,"NA"
"CLEC2D",0.320832524952067,6.21807516148765,0.0090107918164872,0.066629627460134,"NA"
"ATP6V1C2",0.404864365319506,5.6842820141839,0.00905360507037995,0.0669206548828161,"NA"
"AC087289.6",-0.341717875544139,5.82293633969496,0.00905889602604675,0.066934216116147,"NA"
"AC004908.2",0.466239814265184,5.43712725638504,0.00907100767202096,0.0669726018209523,"NA"
"GAS2",0.45880604736474,5.43826381327741,0.00907100767202096,0.0669726018209523,"NA"
"SETD1B",-0.286087941642819,6.23783780593246,0.00907952877656111,0.0670099673349399,"NA"
"SCARNA5",0.273112514518908,6.59456396765596,0.00909215139777709,0.0670775634168957,"NA"
"AC091152.2",0.456242501748797,5.46362326975161,0.00909823523221682,0.0670968863317254,"NA"
"NR2F1",-0.433444112513053,5.25239299771592,0.00910685583408419,0.0671154642545788,"NA"
"RBBP4P1",0.372112454850993,5.92885310963946,0.00910768563776893,0.0671154642545788,"NA"
"C21orf58",-0.354788757051097,5.71650990073853,0.00911825169410915,0.0671443976869283,"NA"
"SULT1A3",-0.334691113639651,5.84649724715914,0.0091185462107106,0.0671443976869283,"NA"
"TMEM86B",-0.378993909962281,5.54968619240084,0.00913731906854887,0.0672570585638606,"NA"
"AC011912.1",0.406148870690869,5.71561261931303,0.00914349337872006,0.0672769349438802,"NA"
"AC005785.2",0.471591591131917,5.37182861106412,0.00916862361139463,0.0674362190878346,"NA"
"HIST1H1D",0.342514579862365,6.08037087542678,0.00919702403523919,0.0676194257655437,"NA"
"AC015712.7",0.510319418192228,5.2562516302979,0.0092331762826984,0.067859465613183,"NA"
"AC116535.1",-0.403375132614187,5.43444533882564,0.0092624877868851,0.0680490661915087,"NA"
"PPIAP40",0.472312925688392,5.42330858300985,0.0092739758006843,0.0681076281213698,"NA"
"MED16",-0.302155550075606,6.12785050014304,0.0092806894222571,0.0681310960392081,"NA"
"STAT4",0.354002323283123,5.9727479679559,0.0093031474474689,0.0682700846789249,"NA"
"AC074367.1",0.439798260173066,5.52481530147035,0.00932770522982183,0.0684243710154278,"NA"
"TBX1",-0.409830460374875,5.3830667861204,0.0093360270618833,0.0684594850739993,"NA"
"SND1-IT1",0.371213198384184,5.91851796442202,0.00935069095051261,0.0685151271084477,"NA"
"RMI1",0.368099125908302,5.91875849692665,0.00935069095051261,0.0685151271084477,"NA"
"FOXD2-AS1",-0.392744921620436,5.51258930505197,0.00936032485625445,0.0685597772943357,"NA"
"AC007598.2",-0.458891689715815,5.13591413197569,0.00940149665039062,0.0688092910549754,"NA"
"AL583722.4",-0.455359431722225,5.13416516733204,0.00940149665039062,0.0688092910549754,"NA"
"EBF4",-0.395293111905415,5.45387431185244,0.00942161582587653,0.0689304919093029,"NA"
"AC051619.7",0.500980294485513,5.31341847224934,0.00947023164230228,0.069233864093932,"NA"
"AL590399.3",0.494734734230803,5.31409061030818,0.00947023164230228,0.069233864093932,"NA"
"FRRS1",0.344300999104485,6.0470105431093,0.00951048938997852,0.0695019386891789,"NA"
"BRAT1",-0.29000598104225,6.19055886085114,0.00953603960632237,0.0696478953046419,"NA"
"SERPINB9P1",0.449313205988667,5.53436206052261,0.00953765456717496,0.0696478953046419,"NA"
"AC108704.2",0.386237331392407,5.79575091543322,0.00955870206799313,0.0697619707197897,"NA"
"SRP54-AS1",0.475303765507357,5.34122406635548,0.00956048075443158,0.0697619707197897,"NA"
"AC073896.4",-0.469730375770402,5.06093669653445,0.00958348723997951,0.0698881134575852,"NA"
"DVL1",-0.290386538526223,6.16580600272331,0.00958498550776341,0.0698881134575852,"NA"
"PTPRS",-0.258824449147776,6.50152273893128,0.00959139224793283,0.0699085066892989,"NA"
"ZWILCH",0.347774766460018,6.05514263928658,0.00960579444648559,0.0699871389204815,"NA"
"SEMA5B",-0.37492936593445,5.55016602600741,0.00961268101543916,0.0700041111247047,"NA"
"AC105052.3",-0.90142546831165,5.46244689834092,0.00961535348506219,0.0700041111247047,"NA"
"AC007319.1",0.426661826444281,5.61588137927594,0.00963294535426408,0.0701058322926262,"NA"
"LPIN3",-0.298490975896128,6.13572583023917,0.00963695804109627,0.0701086887392451,"NA"
"MYPOP",-0.361130715888656,5.64192869709308,0.00965770465991372,0.0702332363664623,"NA"
"AC254633.1",-0.433551228529739,5.2538053719974,0.00966355535668333,0.0702494042933669,"NA"
"GDAP1L1",-0.375214585958124,5.56105277012764,0.00967172475864605,0.0702824096344989,"NA"
"GUCA1B",-0.398143142375664,5.42452804739583,0.00969016838266593,0.0703900228427263,"NA"
"AC110995.1",0.428281510085725,5.57110717201843,0.00971764080604806,0.0705443649110536,"NA"
"LZTS2",-0.285751001647647,6.25790445942775,0.00971978428745607,0.0705443649110536,"NA"
"CDR1",-0.310771175986073,6.03005821819211,0.00972234379570391,0.0705443649110536,"NA"
"NFIA-AS2",0.499230341223442,5.25431799829625,0.00972799140005196,0.0705589069113881,"NA"
"AC104791.2",0.460887103730965,5.44781817006918,0.00975922817008382,0.0707589714495857,"NA"
"RPL7P52",0.45189670261888,5.5217767870341,0.00976658020150267,0.0707592937457167,"NA"
"GYPE",0.432344486808252,5.52280730379224,0.00976658020150267,0.0707592937457167,"NA"
"SAMD9",0.296014046381517,6.4103188949946,0.00982383353560087,0.0711474795252231,"NA"
"AC083862.1",0.501809577536769,5.28375465973354,0.00985532120303619,0.0712888505631486,"NA"
"MROH7-TTC4",0.402306859184593,5.6816935464673,0.00986367842986966,0.0712888505631486,"NA"
"IL1RL1",0.378556289363826,5.87062281644753,0.00986400198276887,0.0712888505631486,"NA"
"AL049840.5",0.366963033233027,5.87265748047725,0.00986400198276887,0.0712888505631486,"NA"
"LRRC29",-0.360635753562738,5.68639610897585,0.00986544043732513,0.0712888505631486,"NA"
"MFSD3",-0.352049685536761,5.68529878592932,0.00986544043732513,0.0712888505631486,"NA"
"AC106820.4",-0.370313451601267,5.59695799067864,0.00989223638484433,0.0714291759242712,"NA"
"FBXL22",-0.365457805061323,5.59665416769193,0.00989223638484433,0.0714291759242712,"NA"
"DAB2IP",-0.287386009380063,6.19118761309542,0.00989976832100325,0.0714556538936573,"NA"
"IGLV5-52",0.479450316613744,5.37982543556071,0.00990328281785481,0.0714556538936573,"NA"
"CDC42BPG",-0.421227258168649,5.27627982402287,0.00991146236460978,0.0714880373009434,"NA"
"GSTM5",-0.33783063705724,5.84154501895959,0.00993665227593707,0.0716430409440794,"NA"
"RXRA",-0.271149315995226,6.37805713082655,0.00994764939130915,0.0716956375556729,"NA"
"AL136116.3",0.435561178266117,5.51024491114451,0.0100003704011015,0.0720230757144974,"NA"
"CASZ1",-0.326949693725907,5.87079141884238,0.0100005189815286,0.0720230757144974,"NA"
"AC211486.1",-0.393218634363792,5.46660596784189,0.0100126463445404,0.0720836093339662,"NA"
"AF064858.1",0.497749103053902,5.26874506124147,0.0100504428417528,0.0723288279722724,"NA"
"REXO1",-0.30421101589052,6.09105283220722,0.0100767594136442,0.072477409753286,"NA"
"SPHK2",-0.323546864314842,5.92504785382722,0.0100785740197046,0.072477409753286,"NA"
"PTMS",-0.279809929687582,6.25291052774303,0.0100984418852356,0.0725933279693661,"NA"
"PEX6",-0.30798666281871,6.05065416818842,0.010110951750605,0.0726176791145918,"NA"
"AC003080.1",0.423878080025285,5.59180421986023,0.0101187857198692,0.0726176791145918,"NA"
"AC000068.1",0.484172508168716,5.36526904868574,0.0101197246017202,0.0726176791145918,"NA"
"IL18R1",0.369001158190314,5.88922384276784,0.0101199876994076,0.0726176791145918,"NA"
"CENPQ",0.372858447889741,5.83333671532966,0.0101205781230137,0.0726176791145918,"NA"
"PODXL2",-0.347495900456678,5.75351725379136,0.0101318707498829,0.0726448755802414,"NA"
"AC093525.9",-0.343341592585981,5.75282726922869,0.0101318707498829,0.0726448755802414,"NA"
"AC010132.3",0.336240115742406,6.07036574974759,0.0101548914721947,0.0727829860290612,"NA"
"RGS20",0.468279279355427,5.39441158636722,0.0101727403169686,0.0728839396886474,"NA"
"TCEA1P2",0.365332327899942,5.9253114775281,0.010222967039779,0.073201360706105,"NA"
"AL356423.1",-0.39776685732596,5.4264799453983,0.0102246039817213,0.073201360706105,"NA"
"CNTNAP3C",-0.336529883445154,5.78638264904957,0.0102369612335781,0.0732627462119266,"NA"
"THRIL",0.509810527779617,5.25119645843977,0.0102470540442754,0.0732808155913728,"NA"
"EIF2S2P3",0.494119233204822,5.25214530012294,0.0102470540442754,0.0732808155913728,"NA"
"PRSS12",0.422732658205427,5.62441217654577,0.010257863650994,0.0732956677167644,"NA"
"SGSM1",-0.341264128764783,5.7947236240315,0.0102604851378782,0.0732956677167644,"NA"
"CEP72",-0.336154347071005,5.79472793050563,0.0102604851378782,0.0732956677167644,"NA"
"AC004160.1",0.388878767512216,5.73366924493537,0.0102771111537797,0.0733873652669977,"NA"
"AP000911.1",-0.37447658036888,5.5804914521282,0.0102823540633734,0.0733977400631366,"NA"
"AC087164.2",-0.398160783376402,5.43766551090861,0.0103092338448752,0.073562499130381,"NA"
"RUSC1",-0.287274584039253,6.17357333700902,0.0103216429414419,0.0736239179388451,"NA"
"MIR3142HG",0.396916005310112,5.76310574782326,0.0103305020494433,0.073640381497543,"NA"
"PRKCB",0.320500645790403,6.21399042317768,0.0103315561566056,0.073640381497543,"NA"
"AF067845.2",-0.485383001368641,4.98654045357242,0.0103426803671677,0.0736925489295697,"NA"
"GCNT4",0.379034752049806,5.79320145438331,0.0103673855893094,0.0738414083569567,"NA"
"SS18L2",0.364556896451651,5.90741350602267,0.0103725158533942,0.073848264580354,"NA"
"MICE",-0.435776820864596,5.26742098524239,0.0103774248662198,0.073848264580354,"NA"
"CREB3L1",-0.330070118953143,5.84140984392933,0.0103797880918994,0.073848264580354,"NA"
"LCP1",0.277052285054493,6.5295223311474,0.0104268642697903,0.0741559505871312,"NA"
