"gene","logFC","logCPM","PValue","FDR","topDE"
"AIG1",0.0405189978532102,6.24436053306961,0.769075732552602,0.912058826491958,"NA"
"CXorf56",0.0442375597717236,6.12867254165153,0.769142147713992,0.912081736123273,"NA"
"PTPN11",-0.0311976576762969,6.51665338030352,0.769371080501424,0.912297351517914,"NA"
"ACACA",-0.031551480625042,6.36509070517104,0.769541572942847,0.912443647928193,"NA"
"COL6A3",-0.0281845199870601,6.88037516686776,0.769668699852497,0.91248425948672,"NA"
"MRTO4",0.0402601987883701,6.1082728244737,0.769670059832468,0.91248425948672,"NA"
"EPS8",0.0351849327779819,6.46303248453465,0.770038817823992,0.912865557417937,"NA"
"CPB1",0.0593948436657472,5.26149727866689,0.770132633068336,0.91288974972675,"NA"
"ATP5MC2",-0.0334867531514494,6.34178867524671,0.770153502583685,0.91288974972675,"NA"
"EMG1",0.0361303943727185,6.20591962936381,0.770261645926647,0.912962056124332,"NA"
"ZNF397",-0.0354838463222286,6.32992597216666,0.770455977120341,0.913043610729472,"NA"
"GBA",0.0398406583663244,6.29568152180518,0.770471893346124,0.913043610729472,"NA"
"CLPX",0.0343459151602168,6.29662484523187,0.770471893346124,0.913043610729472,"NA"
"RPL23AP42",-0.0326856809342949,6.47388698092782,0.770759383140361,0.913156453097052,"NA"
"AC092611.1",0.0624616998199299,5.29991019202689,0.770777612649187,0.913156453097052,"NA"
"NDUFS3",0.0404377168035019,6.18423848742825,0.770845857600505,0.913156453097052,"NA"
"LRRC37A3",0.0382416297016118,6.18566541896506,0.770845857600505,0.913156453097052,"NA"
"SEC14L2",-0.0421330149173182,6.05911000766393,0.770897183294624,0.913156453097052,"NA"
"TACC3",-0.0392642331339107,6.05912805997208,0.770897183294624,0.913156453097052,"NA"
"POLR2J",-0.0377994159916234,6.05873017610842,0.770897183294624,0.913156453097052,"NA"
"ASXL1",-0.0319786085686116,6.46281801286644,0.771103497471599,0.913291053722169,"NA"
"MCPH1",0.0421938835402135,6.27705652154031,0.771105133709139,0.913291053722169,"NA"
"PSTK",0.0462430199530804,5.83244807476894,0.771246920325686,0.913333138299249,"NA"
"NOTCH2",0.0314445662521253,6.71374377428286,0.771306861315715,0.913333138299249,"NA"
"PEPD",-0.0383122878738343,6.29362174896933,0.771348281518648,0.913333138299249,"NA"
"WIPF2",-0.0363872804216517,6.29332544590045,0.771348281518648,0.913333138299249,"NA"
"RBM43",0.0402707009593255,6.16444477381138,0.771423636432966,0.913333138299249,"NA"
"ZBTB18",0.0391615359636284,6.16469638331141,0.771423636432966,0.913333138299249,"NA"
"AC132812.1",-0.0453862133860721,5.9998918297732,0.771608842990459,0.913496567633771,"NA"
"NBPF8",0.0397237441635304,6.344948385657,0.77171607863234,0.91356767398948,"NA"
"YPEL1",-0.041080842963503,5.98434580731411,0.771769079535409,0.913574571777674,"NA"
"TRIM4",-0.0343692318416422,6.26807633583702,0.771929505447718,0.91370862432006,"NA"
"AL355310.2",-0.0709557910674765,5.17665184313545,0.772046175688677,0.913790871433011,"NA"
"BRMS1L",0.0485568662907157,5.99564676214154,0.772156271006793,0.913865326915452,"NA"
"ESR1",-0.0380321333353755,6.25612684788878,0.772215686535207,0.913879796225911,"NA"
"UNC5CL",-0.0527613772330006,5.58076993155442,0.772392734320394,0.913923668959637,"NA"
"NUDT1",-0.0417146452914895,5.90539812768367,0.772447868535737,0.913923668959637,"NA"
"UNC93B1",-0.0320460025146022,6.24294171691937,0.77249875265592,0.913923668959637,"NA"
"ENPP6",0.0533382690378881,5.66605415342634,0.77261154983559,0.913923668959637,"NA"
"AC009163.6",0.0532355937265864,5.51144469252647,0.772716173164564,0.913923668959637,"NA"
"AC239868.1",-0.0504555269442485,5.64075450003007,0.772772759550172,0.913923668959637,"NA"
"AC025171.4",0.0545816801297881,5.57540162008375,0.772817839328551,0.913923668959637,"NA"
"AFAP1-AS1",-0.0441970534106333,5.83907002915747,0.772820523237735,0.913923668959637,"NA"
"BRD7",0.0363869536556698,6.39328213109137,0.772824281037284,0.913923668959637,"NA"
"SARS",0.033392845770613,6.39375955404029,0.772824281037284,0.913923668959637,"NA"
"ULK4P1",-0.0436026950064226,5.6599614319704,0.772858362575218,0.913923668959637,"NA"
"SLC2A3P2",-0.0408537815180624,5.82174169524419,0.772886240401272,0.913923668959637,"NA"
"NDRG3",0.0394189483671732,6.21811131376652,0.772979780848111,0.913923668959637,"NA"
"CCN1",0.0382516159531277,6.21851347845321,0.772979780848111,0.913923668959637,"NA"
"AC083964.2",-0.043146132138381,5.71582658991154,0.773006218688603,0.913923668959637,"NA"
"CCDC34",-0.0459960785783803,5.73444341140165,0.773022162793465,0.913923668959637,"NA"
"SLC35E3",-0.0360027602616852,6.21677101327258,0.773055025365476,0.913923668959637,"NA"
"GATM",0.0384049039083915,6.19784748171769,0.773595111811265,0.914453036615223,"NA"
"GMPPA",-0.0336497960980646,6.19075500700693,0.773597237367923,0.914453036615223,"NA"
"BTBD8",0.0396928122358883,6.07867514578726,0.773659978075036,0.914468192607824,"NA"
"ARRDC4",0.0358128510385094,6.29015462833076,0.773704499425756,0.914468192607824,"NA"
"TEX264",-0.0398326243020482,6.16434945376214,0.774124204408236,0.914780605646776,"NA"
"ENOSF1",-0.0343332478243453,6.36004358452273,0.774134871093756,0.914780605646776,"NA"
"SLC35G2",0.0461171453918131,6.05654910078413,0.774197400453396,0.914780605646776,"NA"
"FAM76A",0.042844274204414,6.17785021644401,0.774205004985576,0.914780605646776,"NA"
"CCDC174",0.0354958566707926,6.17770205023875,0.774205004985576,0.914780605646776,"NA"
"ZNF197",0.0367579784381824,6.27089534227487,0.774361322924275,0.91482178455494,"NA"
"TAF10",0.0363025517031508,6.27096757988429,0.774361322924275,0.91482178455494,"NA"
"TCF7",-0.040006334249003,6.15077755770346,0.774381571527891,0.91482178455494,"NA"
"CDCA7L",0.039985866599689,6.03406065906241,0.774724804748922,0.915149862175002,"NA"
"AC002074.1",0.0598978130986868,5.24902995025627,0.774753794813548,0.915149862175002,"NA"
"DDX55",0.0389357674645607,6.15763114099842,0.774809019154011,0.915159274514307,"NA"
"MRTFA-AS1",0.0442323913349329,5.82276956501351,0.775041584274455,0.915378137528762,"NA"
"EXTL3-AS1",-0.0562376855104014,5.30361738568299,0.775222986291579,0.915506217459166,"NA"
"ITPR1",0.0346903005650757,6.40507613422315,0.775244576066966,0.915506217459166,"NA"
"MED13L",0.0353288404691983,6.58497038216793,0.775378319119566,0.915530165126395,"NA"
"ARSG",0.0430128413719895,6.13545599281438,0.775406680181923,0.915530165126395,"NA"
"ICAM2",0.0375607736097558,6.1356481891854,0.775406680181923,0.915530165126395,"NA"
"SERINC3",0.0348284222767223,6.52744587580745,0.77546269057458,0.915540478306854,"NA"
"RHOBTB1",0.040626513390573,6.23110036682951,0.775664244700606,0.915666794445104,"NA"
"CIR1",0.0390812536130214,6.23076791749527,0.775664244700606,0.915666794445104,"NA"
"C14orf28",0.0474649051716086,5.98726118252032,0.77574640947817,0.915707970617716,"NA"
"GIMAP6",0.0323012349268709,6.38723677597802,0.775960580830689,0.915836867603435,"NA"
"IFT46",0.0436108355213918,6.1138645895873,0.775997478080387,0.915836867603435,"NA"
"MRPS11",0.0384322226741455,6.11491084202896,0.775997478080387,0.915836867603435,"NA"
"HLA-E",0.0284020237690133,6.71830312877547,0.776135780028426,0.915867591468236,"NA"
"NTRK1",-0.0575281628705438,5.3515675428643,0.776137608078523,0.915867591468236,"NA"
"BDP1",0.0336383368262514,6.51142249100882,0.77621890799123,0.915867591468236,"NA"
"ZNF337",0.0370501265781244,6.21133981681903,0.776309685384889,0.915867591468236,"NA"
"RPL10",0.0289808071297282,6.66544682343957,0.7764869404455,0.915867591468236,"NA"
"RPL6P2",-0.0512978172568264,5.37615109265651,0.776531911966203,0.915867591468236,"NA"
"GNAI2",-0.0316544626795901,6.54878121432499,0.776541828779739,0.915867591468236,"NA"
"RNF8",0.0428980115970309,6.09219767603435,0.7765808637538,0.915867591468236,"NA"
"ALKBH3",0.0404788778193005,6.09341145518193,0.7765808637538,0.915867591468236,"NA"
"MPP7",0.0398830859601441,6.09365234760752,0.7765808637538,0.915867591468236,"NA"
"SCNM1",0.0395133256649247,6.09324320320656,0.7765808637538,0.915867591468236,"NA"
"AC016727.1",0.0479713336552663,5.65573327518312,0.776639928566392,0.915867591468236,"NA"
"NICN1",-0.0405223793380374,6.00821233017931,0.776685606458889,0.915867591468236,"NA"
"AC026362.1",-0.0388112704492977,6.00718832872422,0.776685606458889,0.915867591468236,"NA"
"PYCR1",-0.0362958803707765,5.99140803225164,0.776884106373556,0.9159206334155,"NA"
"PIGM",0.0431499569292132,6.19067600710431,0.776950634051818,0.9159206334155,"NA"
"MRPS18B",0.0372309044879916,6.19116905846097,0.776950634051818,0.9159206334155,"NA"
"NFATC2",-0.0320816271257536,6.4124541504367,0.776984057345897,0.9159206334155,"NA"
"CCM2",-0.0374982373861422,6.25077321515263,0.777010190344789,0.9159206334155,"NA"
"ZNF584",-0.0386441573678878,5.97753549465859,0.777075756473475,0.9159206334155,"NA"
"AL353795.3",0.0443460721185581,6.07102019963502,0.777156245393137,0.9159206334155,"NA"
"TMEM208",0.0429756979675303,6.07039896828652,0.777156245393137,0.9159206334155,"NA"
"DTNA",0.037502545875097,6.07085668168197,0.777156245393137,0.9159206334155,"NA"
"KCTD19",-0.0478956177768905,5.42015976463573,0.77720773013803,0.915925570611153,"NA"
"LRTOMT",-0.0418468689532689,5.96146496791453,0.77726024997711,0.915931726971931,"NA"
"PARP16",-0.0390898567231669,5.94586395212716,0.7774372639379,0.916028842383875,"NA"
"HLA-F-AS1",-0.0364625970548834,5.94601142544417,0.7774372639379,0.916028842383875,"NA"
"AL162231.4",-0.0489124655975314,5.44393661563782,0.77749389875062,0.916039839581706,"NA"
"WNK1",-0.0269776336890024,6.62430712522813,0.777615608126376,0.916089735726914,"NA"
"AC242426.2",0.0460957824130276,5.89034479658659,0.777630856429554,0.916089735726914,"NA"
"AC011447.3",-0.0563831219953593,5.46546408608482,0.777748372275488,0.916172443886076,"NA"
"AC133552.4",-0.0699863597668121,5.10840984941986,0.777841800127762,0.916226768522246,"NA"
"MORN3",-0.0541281075835389,5.50976116169456,0.778169679367049,0.916557232126401,"NA"
"CCDC102B",0.0377762283940423,6.14941505085061,0.778217457417441,0.91655776198663,"NA"
"NPHP1",0.0434037270060856,6.02556978851682,0.778280391260986,0.916576140668953,"NA"
"GOSR2",0.0359374357324041,6.39862384893245,0.778377457093431,0.916634711710026,"NA"
"CRHBP",-0.0444983455802236,5.59134291644887,0.778706539599618,0.916966487041603,"NA"
"LINC00663",-0.047333467345947,5.76289255695954,0.778778570265758,0.916995548839707,"NA"
"AC012435.1",-0.0461155473706794,5.63054711197974,0.778843792898542,0.917016591273904,"NA"
"AC009506.1",-0.04800736921638,5.70765435903343,0.778899867552287,0.917026860904468,"NA"
"ADGRF5",0.0375762447615479,6.38053639577117,0.779115059161465,0.91722445201951,"NA"
"EMP3",-0.0317056708906177,6.47418528546944,0.779241940326832,0.917318060687461,"NA"
"S100A6",0.0301425543089324,6.6605235988432,0.779357909958598,0.91739881377694,"NA"
"AC055811.3",0.0696893231719699,5.23427862166658,0.779438372585529,0.917408884193661,"NA"
"KBTBD4",0.0406090525500906,6.10686451317645,0.77946120936293,0.917408884193661,"NA"
"SEC31B",-0.0401781523269224,6.13158746624856,0.779657474533995,0.91752835754894,"NA"
"PHF23",-0.0384533679815173,6.13052726479088,0.779657474533995,0.91752835754894,"NA"
"FXR1",0.0333458507712885,6.42798565630611,0.780009477922957,0.917886829279698,"NA"
"AK8",0.055306225014022,5.31298349184711,0.780391908041171,0.918281060343013,"NA"
"PLA2G4C",-0.0350648841632945,6.08823860024008,0.780472207318441,0.918319750102006,"NA"
"VIRMA",0.032625231975607,6.4102854266072,0.780768828141993,0.918557142688649,"NA"
"PIGT",0.0317808933713465,6.41077599045355,0.780768828141993,0.918557142688649,"NA"
"AC008731.1",0.0512161687745901,5.38471797468097,0.780965492075494,0.918686886599083,"NA"
"UROS",0.036504722859894,6.16368595235149,0.780991188022711,0.918686886599083,"NA"
"RBMS2",-0.029474337904858,6.41867192515695,0.781149326424546,0.918686886599083,"NA"
"WDR73",-0.0323157302241879,6.26886386546207,0.781166083048939,0.918686886599083,"NA"
"CYP19A1",0.0579906878830074,5.45362726808703,0.781233170205839,0.918686886599083,"NA"
"AL391421.1",0.0577246264083347,5.48763090461208,0.781270543647833,0.918686886599083,"NA"
"RBM4",0.0388154165053312,6.32529409346202,0.78132401844333,0.918686886599083,"NA"
"KATNAL1",0.0354748167977972,6.32658960303825,0.78132401844333,0.918686886599083,"NA"
"ZNF79",-0.0405791086754923,6.03021233994941,0.781492580358679,0.918686886599083,"NA"
"CCNY",0.0364017877848232,6.39255128061397,0.781528336741116,0.918686886599083,"NA"
"POU2F1",0.0317001511903816,6.392616858196,0.781528336741116,0.918686886599083,"NA"
"ABCA6",0.03461959399434,6.45593544625766,0.781575759427382,0.918686886599083,"NA"
"SESTD1",0.0328402375053767,6.45598893808596,0.781575759427382,0.918686886599083,"NA"
"DDB2",0.0407458939396019,6.23722065322418,0.781638119926318,0.918686886599083,"NA"
"FUT4",0.0401615367823439,6.23723482457501,0.781638119926318,0.918686886599083,"NA"
"PSMB6",0.0351882871464983,6.23771335782299,0.781638119926318,0.918686886599083,"NA"
"YPEL2",-0.0313048883163521,6.3838288311638,0.782282450663925,0.919299897514252,"NA"
"GRAP",0.0477245105436152,5.83032219994983,0.782299472091964,0.919299897514252,"NA"
"UQCC2",0.0378644872872818,6.12098824960109,0.782302091863827,0.919299897514252,"NA"
"EIF4ENIF1",-0.0387858333164141,6.2057845088702,0.782822246396614,0.919784944631718,"NA"
"DLGAP1-AS1",-0.0378282039657611,5.93920439232634,0.782851822766292,0.919784944631718,"NA"
"HOOK3",0.0316834103057212,6.5434541771819,0.782902119373745,0.919784944631718,"NA"
"LINC00222",-0.0460097220468869,5.34011433898045,0.782992677153516,0.919784944631718,"NA"
"MSI2",-0.0339267061168565,6.3610745144363,0.783032236859978,0.919784944631718,"NA"
"DAP",-0.032366292721796,6.36072426506087,0.783032236859978,0.919784944631718,"NA"
"PSMA7",0.0353442715510914,6.35608902037518,0.783047319123367,0.919784944631718,"NA"
"MTOR",0.0329309498323488,6.42135430288574,0.783135214450262,0.919788797051078,"NA"
"EP400P1",-0.0367290352666849,6.19266632144922,0.78314558889679,0.919788797051078,"NA"
"ZNF713",-0.0384813639932583,5.90621432585285,0.783250299505049,0.919846908034845,"NA"
"HECTD4",-0.0325685578448974,6.48070302056932,0.783290063017796,0.919846908034845,"NA"
"GAREM1",-0.0387110801800046,6.17937076643421,0.783466017739994,0.919997750397327,"NA"
"ADCY7",-0.032425404802876,6.46925028642249,0.783692992269314,0.92020848167632,"NA"
"NIT1",-0.0368437232194197,6.16536291547885,0.783783400175142,0.920258841262992,"NA"
"ATP6AP1L",-0.0446482322500913,5.84089313365785,0.783948862521759,0.92034151743431,"NA"
"U91328.1",-0.0399710609938119,5.84093354828921,0.783948862521759,0.92034151743431,"NA"
"AC021016.2",-0.0426150924283716,5.82389453631943,0.784100620529228,0.920386755859275,"NA"
"PSPH",-0.0374862543966935,5.82369337388356,0.784100620529228,0.920386755859275,"NA"
"MRPS18A",0.0410043199504157,6.05470044843399,0.784225026253945,0.920386755859275,"NA"
"SLC24A4",0.0401595908536232,6.05591923476813,0.784225026253945,0.920386755859275,"NA"
"GNA15",0.0396778173073562,6.0548355381353,0.784225026253945,0.920386755859275,"NA"
"SRPX",-0.0340556017031753,6.13723120269081,0.784408463653365,0.920460844949412,"NA"
"USP54",0.0348754738476465,6.15585011408484,0.784418727208008,0.920460844949412,"NA"
"PIK3R5",-0.0295260062939588,6.31311923249106,0.784516011168854,0.920460844949412,"NA"
"FILIP1L",0.0343406572541968,6.51000349021039,0.784525803301404,0.920460844949412,"NA"
"WIPF1",0.0308063170119905,6.51107183443065,0.784525803301404,0.920460844949412,"NA"
"MFSD2B",0.0585608102456737,5.25960344235147,0.784656031784985,0.920527373722763,"NA"
"PCBD2",-0.034339315268623,6.1243126271808,0.784715846970708,0.920527373722763,"NA"
"AL512770.1",-0.0485149837240245,5.52047884534319,0.784725106516013,0.920527373722763,"NA"
"UBAC2",-0.0313978430690368,6.30021913264072,0.784883252793147,0.920637884872921,"NA"
"AC092135.1",-0.0543451897978573,5.58245410249855,0.784937212444185,0.920637884872921,"NA"
"NAPEPLD",0.0353588132535036,6.23009173811556,0.784981740199324,0.920637884872921,"NA"
"RBM3",0.0301284227391577,6.5539262202072,0.785088279102084,0.920637884872921,"NA"
"CNKSR3",0.0419687453460966,6.13395869046326,0.785104547592497,0.920637884872921,"NA"
"NUBPL",0.0368945421689665,6.13523541799035,0.785104547592497,0.920637884872921,"NA"
"SPDYE2B",0.0504307168469602,5.33667654599323,0.785289865130874,0.920754767754364,"NA"
"SRRM1",-0.0333428026297236,6.42510358951102,0.785299313177674,0.920754767754364,"NA"
"XIAP",0.0317565543101044,6.43253569289278,0.785477121341406,0.920907490731182,"NA"
"TP53I3",-0.034899200031298,6.08231552762181,0.78561546398465,0.920954827382729,"NA"
"AC010632.2",0.0502664278257322,5.47606536893067,0.78562004905198,0.920954827382729,"NA"
"NCAPD3",0.0375883471597549,6.2096310370207,0.785707717547116,0.920954827382729,"NA"
"FAM98B",0.0373168109893724,6.20983273165597,0.785707717547116,0.920954827382729,"NA"
"NUBP1",0.0407744421293291,6.11279883096173,0.785785861407595,0.920990679175663,"NA"
"SERBP1",0.0342952629745906,6.5374540985344,0.785916224882164,0.921087727612442,"NA"
"TPD52L2",-0.0344196474714709,6.40198673115164,0.786098636856117,0.92124576105026,"NA"
"AC138207.4",-0.0364632438138193,6.05237852668774,0.786194653840973,0.921269229028217,"NA"
"MAP3K4",0.0359262604432664,6.34966719457418,0.786261376504099,0.921269229028217,"NA"
"CIAO1",0.0316164054529368,6.35075837969557,0.786261376504099,0.921269229028217,"NA"
"ZNF850",0.0400371927008969,6.09143338457408,0.786462227398019,0.921393072945556,"NA"
"SLC25A20",0.0389058043997333,6.0915818395159,0.786462227398019,0.921393072945556,"NA"
"ARAP1-AS2",0.0422327687795543,5.79465623299588,0.786625591373869,0.921496490264529,"NA"
"CHMP7",-0.0361504597542403,6.23787662563849,0.786693249692423,0.921496490264529,"NA"
"LDB2",-0.0327954026268606,6.23797286040221,0.786693249692423,0.921496490264529,"NA"
"SRSF1",0.0338118198611909,6.52143500644994,0.786746442087584,0.92150306020734,"NA"
"USP6NL",0.0399640782191207,6.26265470510253,0.786837538432338,0.92155402293805,"NA"
"NRDC",0.0330370602172415,6.46095206831769,0.786975116256782,0.921659415906436,"NA"
"FZD1",0.0320412780467105,6.33164300754349,0.7870437623591,0.921684072192436,"NA"
"ALAS1",0.0357433287671203,6.16992384911589,0.787151952004597,0.921699298779915,"NA"
"MCU",0.0345739960635492,6.16953794745167,0.787151952004597,0.921699298779915,"NA"
"LAMTOR5-AS1",0.0466042134752693,5.93889434894724,0.787275381491228,0.92173373521401,"NA"
"ZNF565",-0.0419617878072716,5.99359076576513,0.78729646791191,0.92173373521401,"NA"
"TRRAP",-0.0286743346731831,6.48533297180588,0.787324147883412,0.92173373521401,"NA"
"LINC00852",0.044461206960351,5.74078681608309,0.787504345711348,0.921888965668014,"NA"
"SSRP1",-0.0295105755333334,6.35487285427278,0.787687693033894,0.922047864077273,"NA"
"BAZ1B",-0.0301608572009497,6.4747398508035,0.787746648305974,0.922061141800755,"NA"
"MAP3K5",0.0375033239740967,6.31285722078534,0.787826221371535,0.922098549684585,"NA"
"SNORD3A",0.0239452973544505,6.94228593009799,0.788253366519941,0.922542738624837,"NA"
"CSRP2",0.0379764705455466,6.02550771160752,0.788456670063352,0.922706337806143,"NA"
"L2HGDH",-0.0422938047407188,5.91574617831045,0.788547877411355,0.922706337806143,"NA"
"ZNF714",0.0365320113486726,6.12815297841057,0.788583734226452,0.922706337806143,"NA"
"ZC3H10",0.0357356224963903,6.12822358473458,0.788583734226452,0.922706337806143,"NA"
"AC108058.1",0.0537336596627906,5.6534330939133,0.788643749326435,0.922720810141115,"NA"
"PIR",-0.0390252747699481,5.89864554982766,0.788778576000693,0.922761784668381,"NA"
"TIMM23B",-0.0376465034617237,6.15996438532409,0.788794995156596,0.922761784668381,"NA"
"SLCO3A1",-0.031026383003647,6.32001607053607,0.788869364193417,0.922761784668381,"NA"
"TSC22D2",-0.0308712081251334,6.31928451331002,0.788869364193417,0.922761784668381,"NA"
"RPL14",0.0288845252478469,6.5319896095015,0.788946024337444,0.922764304601061,"NA"
"LINC00882",0.0449710616642104,5.62418707855808,0.78896681584139,0.922764304601061,"NA"
"ETHE1",0.0365523382386367,6.00239114276333,0.789108065426193,0.922873772271493,"NA"
"NFYC-AS1",-0.0374144353708545,5.83256787272298,0.789624827741698,0.92342236799793,"NA"
"STYXL1",0.0451939699944904,5.97772129947388,0.789751697441114,0.923514967251049,"NA"
"AC092724.1",0.047582898027257,5.81180196212919,0.790046449508878,0.923728116697811,"NA"
"ENTR1",-0.0386913987512401,6.10415859351592,0.790142153065132,0.923728116697811,"NA"
"CMC4",-0.0436007844261909,5.78179770150106,0.790167801969997,0.923728116697811,"NA"
"AP005131.6",0.038365541204322,6.25530299273364,0.790172466240625,0.923728116697811,"NA"
"FAN1",0.0382878750148483,6.25558624482673,0.790172466240625,0.923728116697811,"NA"
"BCAS4",0.043250783125691,5.95377902822983,0.790386851157054,0.923853961435474,"NA"
"ADARB1",-0.0302905655593905,6.2694872921886,0.790428194709934,0.923853961435474,"NA"
"AC012510.1",-0.0530970938522169,5.3772436864114,0.790429428541529,0.923853961435474,"NA"
"ITPA",-0.0310460431343176,6.08945277850655,0.79047093571134,0.923853961435474,"NA"
"LINC00888",0.0412215647117512,5.7861574976947,0.790555383678027,0.923889030669613,"NA"
"LGALS3",0.0298432203188627,6.49972613058589,0.790648245516095,0.923889030669613,"NA"
"NIPSNAP1",0.0397887349622422,6.06227181171465,0.7907014376043,0.923889030669613,"NA"
"TARS2",-0.0356307648765794,6.07579480236697,0.790796200574841,0.923889030669613,"NA"
"AC124319.3",-0.0315075156231415,6.07511416745878,0.790796200574841,0.923889030669613,"NA"
"WDR37",0.0366540898419035,6.2356569011696,0.790953582575894,0.923889030669613,"NA"
"KRT18P5",-0.0460006349812298,5.65272598375975,0.791045950965078,0.923889030669613,"NA"
"CILP",-0.0297073069087686,6.3849139272629,0.791115523810274,0.923889030669613,"NA"
"IL20RB",-0.0413443173554314,5.63179650570025,0.791117578512812,0.923889030669613,"NA"
"AL354813.1",-0.039928402077425,5.63215719169229,0.791117578512812,0.923889030669613,"NA"
"ADPRHL2",-0.0385875702682539,6.06097859354893,0.791117776311769,0.923889030669613,"NA"
"BAK1",-0.0338976247168287,6.06030415566321,0.791117776311769,0.923889030669613,"NA"
"ASGR1",-0.0490968679291515,5.49028798677821,0.791121129587638,0.923889030669613,"NA"
"TMEM101",-0.0380441094070529,6.04696369251252,0.791435482916706,0.923981930419457,"NA"
"MMP2",0.0281567273247102,6.7163796277054,0.791458826354028,0.923981930419457,"NA"
"PCF11",0.0311569166016894,6.48275671852875,0.791503242687801,0.923981930419457,"NA"
"LINC02649",0.0461692984165846,5.73043738892708,0.79151657402592,0.923981930419457,"NA"
"LAGE3",0.0413087318496348,5.7306989616874,0.79151657402592,0.923981930419457,"NA"
"SMARCC1",-0.0337525702498174,6.37425957109053,0.791534660005101,0.923981930419457,"NA"
"TMED9",-0.0296471149006725,6.37323189506984,0.791534660005101,0.923981930419457,"NA"
"UNC50",0.0343477685831855,6.21646194987257,0.791733886292936,0.924158787411789,"NA"
"DDX23",-0.0322348027486974,6.36253331483758,0.791953212345837,0.9243590833106,"NA"
"NSMCE3",0.0415014699274482,6.11956128222538,0.792087046052578,0.92445957535432,"NA"
"ERGIC1",-0.0316669868462483,6.47071029713558,0.79222794317004,0.924568298627877,"NA"
"AC097534.2",0.0479797490983441,5.67224836869917,0.792390168918896,0.924646180482245,"NA"
"GCAT",0.0453564408691514,5.67323406377227,0.792390168918896,0.924646180482245,"NA"
"RAPGEF2",-0.0330980846977099,6.45959059577702,0.792669841396848,0.924895128555068,"NA"
"MFHAS1",0.0330004335927365,6.26863230767767,0.792721123597524,0.924895128555068,"NA"
"GNG11",0.0351188972547592,6.33707176566673,0.79274678502972,0.924895128555068,"NA"
"HIPK1",0.0304834829792813,6.51012562741536,0.792861310336586,0.924973020239658,"NA"
"ARFGEF3",-0.0394999808591929,5.97156138292003,0.792959002196445,0.92503126537777,"NA"
"EML1",-0.0278956695354514,6.44786014583011,0.793111725716334,0.925082620817056,"NA"
"SMIM7",-0.0343029749833545,6.32668728873254,0.793204865548648,0.925082620817056,"NA"
"LPIN1",-0.0316768086062263,6.3264620121606,0.793204865548648,0.925082620817056,"NA"
"P2RY6",-0.0349099300017768,5.95481468996483,0.793249156767979,0.925082620817056,"NA"
"C5AR2",0.0374529479279483,6.17504604127073,0.793291148542698,0.925082620817056,"NA"
"KIF9",0.0458249755361145,5.82895985830751,0.793405601515206,0.925082620817056,"NA"
"PMS2P1",0.045030647750621,5.82884630769816,0.793405601515206,0.925082620817056,"NA"
"DDX25",0.040960557987917,5.82922543822736,0.793405601515206,0.925082620817056,"NA"
"FAM86C2P",0.0455896576434407,5.58296930891512,0.793497529649937,0.925082620817056,"NA"
"OGFOD1",0.0352487567841755,6.24906900733042,0.793528477590258,0.925082620817056,"NA"
"ZNF75D",0.033568333686129,6.2486403068724,0.793528477590258,0.925082620817056,"NA"
"SRSF9",0.0332089719382472,6.31890326580939,0.793576699864745,0.925083149917574,"NA"
"MON1B",-0.032912538547401,6.30144803391433,0.794035423639205,0.925547995666997,"NA"
"GVQW3",-0.0380428750137733,5.90800739281225,0.794085986778317,0.925547995666997,"NA"
"MARCKSL1",0.0397403933403302,5.94596294898707,0.794118842094538,0.925547995666997,"NA"
"ATF7IP",0.0285051036642948,6.5372594647184,0.794166706859908,0.925548079981283,"NA"
"FAIM",0.0408434400621484,6.05459387207997,0.794295643000909,0.925555643686137,"NA"
"SLC4A1AP",0.033680854501411,6.2300342223028,0.794335786504067,0.925555643686137,"NA"
"LIG3",0.0365245111095652,6.30016714204507,0.794407678701596,0.925555643686137,"NA"
"ZFYVE9",0.0313494620749245,6.30015283661532,0.794407678701596,0.925555643686137,"NA"
"RBM15",-0.0325569088408698,6.28996891049487,0.794449364165681,0.925555643686137,"NA"
"LINC01725",0.0692605478088333,5.27115466060938,0.794459953784708,0.925555643686137,"NA"
"SPAG9",0.0312278634969718,6.57820488956948,0.794526756052254,0.925557246099343,"NA"
"HINFP",-0.0351126706131107,6.12570668280976,0.794576418328522,0.925557246099343,"NA"
"AL645929.2",0.0519339677377849,5.31106362587285,0.794604707923561,0.925557246099343,"NA"
"FGD3",0.0381902104623466,6.13422307537109,0.79484224599153,0.925778248383471,"NA"
"SP1",0.0294973290755246,6.52077149285438,0.795053182516372,0.925835954449345,"NA"
"INIP",0.0393903367743445,6.20875169211727,0.79514286557048,0.925835954449345,"NA"
"MPV17",0.035732887026912,6.2090978202106,0.79514286557048,0.925835954449345,"NA"
"EPHA3",0.0367880343444322,6.34877507264899,0.795165893046807,0.925835954449345,"NA"
"CLU",-0.0273839327720662,6.74876194434169,0.795199219237591,0.925835954449345,"NA"
"PPP1R3B",0.0355116739154177,6.28085442642876,0.795239605455944,0.925835954449345,"NA"
"TSR1",0.034512375055487,6.28089014196217,0.795239605455944,0.925835954449345,"NA"
"FAM13C",-0.0303184148562888,6.26455887785418,0.79527424880021,0.925835954449345,"NA"
"ARHGAP21",0.0278866166426207,6.56309960620525,0.795422264988715,0.925908432589596,"NA"
